,uid,タイトル字数,タイトル語数,タイトル名詞数,原稿字数,原稿語数,原稿異なり語数,原稿名詞数,原稿異なり名詞数,原稿文数,文平均字数,文平均語数,文平均名詞数
444,sj_bce4997ebb771b29,19,8,6,1022.0,455.0,206.0,241.0,132.0,67.0,14.26865671641791,6.791044776119403,3.5970149253731343
457,sj_2feb37b141a53d34,36,14,10,1186.0,574.0,287.0,282.0,205.0,79.0,14.025316455696203,7.2784810126582276,3.5822784810126582
462,sj_afd8b65dc44291e2,6,2,2,547.0,225.0,152.0,150.0,112.0,18.0,29.444444444444443,12.5,8.333333333333334
464,sj_e905b81ece3e9be8,9,4,3,1830.0,873.0,389.0,467.0,301.0,103.0,16.776699029126213,8.475728155339805,4.533980582524272
466,sj_7090f7bea7abd3ce,10,4,4,1418.0,721.0,335.0,326.0,226.0,63.0,21.523809523809526,11.444444444444445,5.174603174603175
470,sj_8d0718554bc96383,9,4,3,1284.0,613.0,277.0,311.0,193.0,78.0,15.474358974358974,7.858974358974359,4.0
472,sj_8667ea8788398066,9,4,3,1798.0,835.0,370.0,445.0,284.0,98.0,17.357142857142858,8.520408163265307,4.540816326530612
476,sj_8a4ea725a7129766,21,7,3,1414.0,672.0,333.0,367.0,257.0,83.0,16.048192771084338,8.096385542168674,4.421686746987952
485,sj_3ea39c08d08b3d23,9,4,3,1828.0,879.0,381.0,463.0,285.0,90.0,19.322222222222223,9.766666666666667,5.144444444444445
495,sj_a06ebb508b616b5e,26,14,6,5864.0,3046.0,904.0,1295.0,651.0,153.0,37.333333333333336,19.908496732026144,8.457516339869281
497,sj_13fa26199f000296,22,11,7,3419.0,1679.0,605.0,814.0,468.0,203.0,15.847290640394089,8.266009852216749,3.9901477832512313
499,sj_319c938c00026825,22,9,7,1467.0,701.0,345.0,331.0,250.0,57.0,24.75438596491228,12.298245614035087,5.807017543859649
500,sj_d261283a76074546,17,8,5,1315.0,668.0,306.0,350.0,224.0,78.0,15.871794871794872,8.564102564102564,4.487179487179487
501,sj_47c1f243db949de2,40,18,13,2435.0,1158.0,493.0,583.0,370.0,149.0,15.348993288590604,7.771812080536913,3.912751677852349
506,sj_687ff6e321db21ea,22,11,7,3740.0,1812.0,671.0,888.0,516.0,146.0,24.623287671232877,12.404109589041095,6.102739726027397
508,sj_3694b815db3ed72d,22,11,7,3778.0,1854.0,675.0,910.0,519.0,143.0,25.426573426573427,12.958041958041958,6.384615384615385
512,sj_4f1b2112295f9279,12,6,4,1023.0,468.0,247.0,229.0,172.0,58.0,16.655172413793103,8.068965517241379,3.9482758620689653
514,sj_12f4d551bcae7020,31,12,9,961.0,440.0,237.0,216.0,166.0,54.0,16.814814814814813,8.148148148148149,4.0
524,sj_0258684e5f2e69b0,26,13,10,2030.0,1011.0,387.0,506.0,272.0,77.0,25.376623376623378,13.12987012987013,6.584415584415584
526,sj_235ab1a30453fd84,48,20,13,918.0,454.0,246.0,238.0,180.0,56.0,15.410714285714286,8.107142857142858,4.25
528,sj_ed0c2bb849f5df3e,10,3,3,1018.0,489.0,228.0,237.0,166.0,44.0,22.15909090909091,11.090909090909092,5.340909090909091
529,sj_a03c178a8b615cd4,30,11,8,2043.0,980.0,403.0,440.0,277.0,110.0,17.581818181818182,8.909090909090908,4.0
549,sj_2c094105190965b3,30,14,10,1482.0,719.0,320.0,357.0,241.0,68.0,20.808823529411764,10.573529411764707,5.235294117647059
580,sj_e86cb4658818fb3c,37,14,10,1188.0,574.0,287.0,282.0,205.0,79.0,14.050632911392405,7.2784810126582276,3.5822784810126582
581,sj_cc868d4751acea6d,35,14,10,1186.0,574.0,288.0,282.0,205.0,79.0,14.025316455696203,7.2784810126582276,3.5822784810126582
582,sj_4c9291db85541f6a,37,14,10,1188.0,574.0,287.0,282.0,205.0,79.0,14.050632911392405,7.2784810126582276,3.5822784810126582
583,sj_c3f2bfc5adfdfcfb,38,14,10,1190.0,574.0,287.0,282.0,205.0,79.0,14.075949367088608,7.2784810126582276,3.5822784810126582
584,sj_addc4a0dd61831a0,36,14,10,1227.0,593.0,299.0,293.0,215.0,82.0,13.975609756097562,7.2439024390243905,3.5853658536585367
585,sj_e3264c40e7aea3bd,36,14,10,1225.0,593.0,299.0,292.0,214.0,82.0,13.951219512195122,7.2317073170731705,3.5609756097560976
586,sj_161acdaf84f6b05c,35,14,10,1222.0,592.0,297.0,292.0,213.0,82.0,13.914634146341463,7.219512195121951,3.5609756097560976
587,sj_e94a2b2efe99df1c,35,14,10,1222.0,592.0,297.0,292.0,213.0,82.0,13.914634146341463,7.219512195121951,3.5609756097560976
588,sj_2cac357aa361ff8d,35,14,10,1222.0,592.0,297.0,292.0,213.0,82.0,13.914634146341463,7.219512195121951,3.5609756097560976
589,sj_e31ae2b8c1162b33,35,14,10,1184.0,573.0,285.0,281.0,203.0,79.0,14.0,7.253164556962025,3.5569620253164556
590,sj_f10c5aa441f3bda4,36,14,10,1225.0,593.0,299.0,292.0,214.0,82.0,13.951219512195122,7.2317073170731705,3.5609756097560976
591,sj_e3acaef154f56d09,35,14,10,1184.0,573.0,285.0,281.0,203.0,79.0,14.0,7.253164556962025,3.5569620253164556
592,sj_62ce6556edee35a7,35,14,10,1222.0,592.0,297.0,292.0,213.0,82.0,13.914634146341463,7.219512195121951,3.5609756097560976
593,sj_6c1b2a275fe5451a,35,14,10,1181.0,573.0,285.0,281.0,203.0,79.0,13.962025316455696,7.253164556962025,3.5569620253164556
612,sj_d261283a76074546,17,8,5,1315.0,668.0,306.0,350.0,224.0,78.0,15.871794871794872,8.564102564102564,4.487179487179487
625,sj_ed0c2bb849f5df3e,10,3,3,1018.0,489.0,228.0,237.0,166.0,44.0,22.15909090909091,11.090909090909092,5.340909090909091
626,sj_7c04e74db0c5d556,24,8,6,3190.0,1669.0,512.0,681.0,391.0,210.0,14.195238095238095,7.947619047619048,3.2333333333333334
632,sj_ed0c2bb849f5df3e,10,3,3,1018.0,489.0,228.0,237.0,166.0,44.0,22.15909090909091,11.090909090909092,5.340909090909091
662,sj_a06ebb508b616b5e,26,14,6,5864.0,3046.0,904.0,1295.0,651.0,153.0,37.333333333333336,19.908496732026144,8.457516339869281
663,sj_ed0c2bb849f5df3e,10,3,3,1018.0,489.0,228.0,237.0,166.0,44.0,22.15909090909091,11.090909090909092,5.340909090909091
666,sj_a6de1320c0d4da89,10,4,4,2495.0,1163.0,450.0,656.0,353.0,146.0,16.095890410958905,7.965753424657534,4.493150684931507
667,sj_1e884676dc03d9b3,19,8,4,3105.0,1568.0,609.0,746.0,449.0,128.0,23.265625,12.2421875,5.828125
670,sj_08b1c17534251875,19,8,5,1143.0,564.0,296.0,252.0,196.0,46.0,23.869565217391305,12.26086956521739,5.478260869565218
671,sj_47c1f243db949de2,40,18,13,2435.0,1158.0,493.0,583.0,370.0,149.0,15.348993288590604,7.771812080536913,3.912751677852349
672,sj_687ff6e321db21ea,22,11,7,3740.0,1812.0,671.0,888.0,516.0,146.0,24.623287671232877,12.404109589041095,6.102739726027397
675,sj_3694b815db3ed72d,22,11,7,3778.0,1854.0,675.0,910.0,519.0,143.0,25.426573426573427,12.958041958041958,6.384615384615385
676,sj_4f1b2112295f9279,12,6,4,1023.0,468.0,247.0,229.0,172.0,58.0,16.655172413793103,8.068965517241379,3.9482758620689653
679,sj_12f4d551bcae7020,31,12,9,961.0,440.0,237.0,216.0,166.0,54.0,16.814814814814813,8.148148148148149,4.0
706,sj_7c6296c63183c2e6,22,7,6,1033.0,553.0,259.0,248.0,171.0,58.0,16.82758620689655,9.53448275862069,4.275862068965517
722,sj_59b0e0408d4d3130,14,5,4,1322.0,695.0,292.0,327.0,187.0,65.0,19.353846153846153,10.692307692307692,5.046153846153846
739,sj_aef26eebfd883b51,15,8,4,1166.0,581.0,256.0,257.0,171.0,81.0,13.407407407407407,7.172839506172839,3.1728395061728394
741,sj_64da389308b5a43d,25,10,7,2995.0,1578.0,465.0,545.0,338.0,148.0,19.243243243243242,10.66891891891892,3.6824324324324325
786,sj_455c739a7ffe950f,19,6,4,881.0,457.0,226.0,188.0,141.0,55.0,15.036363636363637,8.309090909090909,3.418181818181818
788,sj_092f40e73fc09cbd,20,10,6,882.0,461.0,228.0,190.0,143.0,55.0,15.054545454545455,8.381818181818181,3.4545454545454546
792,sj_ed0c2bb849f5df3e,10,3,3,1071.0,516.0,247.0,253.0,181.0,49.0,20.877551020408163,10.510204081632653,5.122448979591836
793,sj_f4619e39dfd62863,9,5,4,1326.0,705.0,292.0,328.0,190.0,66.0,19.106060606060606,10.681818181818182,4.984848484848484
794,sj_7b65e316cea3b2f6,14,6,4,1263.0,682.0,297.0,297.0,188.0,58.0,20.79310344827586,11.758620689655173,5.137931034482759
795,sj_f4c98d6998feb87a,16,5,4,1375.0,722.0,296.0,340.0,194.0,67.0,19.53731343283582,10.776119402985074,5.08955223880597
798,sj_58a6545a07d5acd1,16,5,4,1296.0,682.0,291.0,317.0,187.0,64.0,19.265625,10.65625,4.96875
800,sj_32ea62aa3ce5ce86,9,5,4,1309.0,692.0,295.0,327.0,192.0,67.0,18.55223880597015,10.328358208955224,4.895522388059701
802,sj_59b0e0408d4d3130,14,5,4,1322.0,695.0,292.0,327.0,187.0,65.0,19.353846153846153,10.692307692307692,5.046153846153846
805,sj_1e3e426c6b22a572,16,5,4,887.0,456.0,242.0,222.0,166.0,59.0,14.05084745762712,7.728813559322034,3.7796610169491527
806,sj_c9807fca278ccd62,14,5,4,1257.0,662.0,288.0,311.0,186.0,66.0,18.060606060606062,10.030303030303031,4.7272727272727275
808,sj_2141e2b90e6f37b5,8,2,2,1846.0,921.0,369.0,470.0,259.0,133.0,12.887218045112782,6.917293233082707,3.556390977443609
810,sj_d261283a76074546,17,8,5,1315.0,668.0,306.0,350.0,224.0,78.0,15.871794871794872,8.564102564102564,4.487179487179487
818,sj_ed0c2bb849f5df3e,10,3,3,1071.0,516.0,247.0,253.0,181.0,49.0,20.877551020408163,10.510204081632653,5.122448979591836
826,sj_8c91c37a55d06180,4,2,2,1509.0,816.0,313.0,359.0,208.0,71.0,20.267605633802816,11.492957746478874,5.070422535211268
827,sj_319c938c00026825,22,9,7,1467.0,701.0,345.0,331.0,250.0,57.0,24.75438596491228,12.298245614035087,5.807017543859649
830,sj_08b1c17534251875,19,8,5,1143.0,564.0,296.0,252.0,196.0,46.0,23.869565217391305,12.26086956521739,5.478260869565218
843,sj_b22b7e8e07e29a63,18,6,6,1723.0,835.0,402.0,457.0,304.0,88.0,18.59090909090909,9.443181818181818,5.159090909090909
845,sj_8c91c37a55d06180,4,2,2,1509.0,816.0,313.0,359.0,208.0,71.0,20.267605633802816,11.492957746478874,5.070422535211268
846,sj_6b0b81fd6410aa17,23,11,7,3482.0,1710.0,617.0,834.0,481.0,204.0,16.073529411764707,8.377450980392156,4.068627450980392
847,sj_4b97cb11949adf51,21,8,5,3009.0,1479.0,542.0,719.0,414.0,176.0,16.102272727272727,8.397727272727273,4.0625
848,sj_53bc6bda208a5871,23,11,7,3526.0,1736.0,616.0,849.0,481.0,201.0,16.54726368159204,8.631840796019901,4.203980099502488
849,sj_37f1f2d9bf494a6b,24,12,8,3401.0,1668.0,598.0,810.0,464.0,201.0,15.925373134328359,8.293532338308458,4.009950248756219
852,sj_08b1c17534251875,19,8,5,1143.0,564.0,296.0,252.0,196.0,46.0,23.869565217391305,12.26086956521739,5.478260869565218
854,sj_60e9a30f564b962b,19,7,4,2920.0,1429.0,526.0,693.0,400.0,177.0,15.502824858757062,8.067796610169491,3.8926553672316384
855,sj_a03c178a8b615cd4,30,11,8,2097.0,1007.0,420.0,456.0,291.0,115.0,17.243478260869566,8.756521739130434,3.965217391304348
856,sj_f4ecd3967cdb0da0,26,13,9,3490.0,1718.0,614.0,836.0,478.0,200.0,16.455,8.585,4.16
864,sj_13fa26199f000296,22,11,7,3366.0,1652.0,592.0,798.0,458.0,198.0,16.005050505050505,8.33838383838384,4.01010101010101
865,sj_53d40c68ae9c10f7,67,33,21,395.0,200.0,129.0,100.0,86.0,25.0,14.84,8.0,4.0
867,sj_599a3d0bf38962d4,50,27,14,1010.0,488.0,253.0,263.0,182.0,35.0,27.885714285714286,13.971428571428572,7.514285714285714
877,sj_3b8b86596759be10,44,24,12,1003.0,476.0,237.0,251.0,168.0,35.0,27.685714285714287,13.6,7.171428571428572
18,sj_8b34d5640d5eb822,36,18,11,5310.0,2665.0,809.0,1247.0,610.0,174.0,29.522988505747126,15.310344827586206,7.160919540229885
20,sj_3cad9d27764b1fdc,13,4,3,1358.0,622.0,277.0,372.0,205.0,107.0,11.700934579439252,5.813084112149533,3.4766355140186915
21,sj_955f20f4c80d4ed4,45,17,11,1696.0,782.0,312.0,421.0,238.0,111.0,14.288288288288289,7.045045045045045,3.7927927927927927
26,sj_445d4ebf957f5664,46,20,14,1917.0,947.0,432.0,442.0,311.0,86.0,21.302325581395348,11.05813953488372,5.162790697674419
27,sj_c4e4dd30bdedfc13,48,20,14,1867.0,928.0,416.0,431.0,300.0,85.0,20.976470588235294,10.91764705882353,5.070588235294117
28,sj_384b22c364c344c0,22,11,7,3764.0,1847.0,665.0,903.0,512.0,139.0,26.086330935251798,13.280575539568344,6.517985611510792
30,sj_209662d4b4a8af7e,20,8,6,345.0,170.0,103.0,101.0,77.0,23.0,14.043478260869565,7.391304347826087,4.391304347826087
31,sj_0872a283830f8188,29,14,7,1740.0,889.0,358.0,414.0,248.0,111.0,14.684684684684685,8.00900900900901,3.72972972972973
32,sj_8af99f0c99480c35,14,10,6,1578.0,727.0,359.0,373.0,258.0,100.0,14.79,7.27,3.73
34,sj_bb4057f288be068a,22,11,8,1757.0,832.0,421.0,404.0,299.0,90.0,18.533333333333335,9.244444444444444,4.488888888888889
36,sj_91ce83bc062afbdb,15,4,4,547.0,224.0,159.0,134.0,115.0,36.0,14.222222222222221,6.222222222222222,3.7222222222222223
42,sj_9b433c619718f045,5,1,1,1248.0,594.0,306.0,288.0,213.0,68.0,17.36764705882353,8.735294117647058,4.220588235294118
43,sj_daf347c0541f4dbd,4,2,2,1126.0,537.0,251.0,334.0,196.0,79.0,13.265822784810126,6.7974683544303796,4.227848101265823
44,sj_4811c8e4aa110f9a,18,6,5,1429.0,692.0,285.0,378.0,201.0,70.0,19.428571428571427,9.885714285714286,5.4
46,sj_5fd8d87000a72487,4,2,2,1305.0,648.0,319.0,363.0,267.0,46.0,27.391304347826086,14.065217391304348,7.891304347826087
61,sj_5f225de955631430,13,5,4,1115.0,553.0,276.0,333.0,198.0,74.0,14.08108108108108,7.472972972972973,4.513513513513513
63,sj_71ed31cfa687b112,14,5,4,896.0,444.0,232.0,211.0,157.0,56.0,15.017857142857142,7.928571428571429,3.767857142857143
64,sj_abf274fe93f27339,17,5,4,1313.0,618.0,265.0,348.0,178.0,87.0,14.10344827586207,7.103448275862069,4.045977011494253
67,sj_35e93e9a81a2075a,21,10,7,953.0,453.0,224.0,246.0,158.0,68.0,13.029411764705882,6.661764705882353,3.6029411764705883
68,sj_7fe1238451ad3c5c,26,9,7,1270.0,582.0,291.0,328.0,197.0,69.0,17.420289855072465,8.44927536231884,4.782608695652174
70,sj_6d1024d27757d2db,13,4,2,856.0,421.0,219.0,195.0,145.0,53.0,15.169811320754716,7.943396226415095,3.6792452830188678
72,sj_d4585d6c5ec08a9d,18,7,4,1278.0,653.0,295.0,341.0,214.0,75.0,16.053333333333335,8.706666666666667,4.546666666666667
73,sj_40b729b912c2d5db,18,7,4,1289.0,657.0,296.0,342.0,215.0,76.0,15.973684210526315,8.644736842105264,4.5
76,sj_b6af84d397b6362a,5,1,1,835.0,437.0,225.0,196.0,150.0,47.0,16.78723404255319,9.297872340425531,4.170212765957447
102,sj_8c1d79d354e0955f,20,7,6,5011.0,2500.0,817.0,1138.0,619.0,213.0,22.530516431924884,11.737089201877934,5.342723004694836
119,sj_084eab5e22ee5b99,42,16,11,1922.0,894.0,423.0,427.0,303.0,103.0,17.66990291262136,8.679611650485437,4.145631067961165
146,sj_6b3bcbd6ad34cd70,7,3,3,573.0,253.0,162.0,140.0,117.0,43.0,12.348837209302326,5.883720930232558,3.255813953488372
164,sj_7310c47e78339028,15,5,4,1895.0,985.0,401.0,467.0,292.0,98.0,18.346938775510203,10.051020408163266,4.775510204081633
216,sj_a003162c83332177,26,10,8,780.0,399.0,213.0,198.0,147.0,47.0,15.617021276595745,8.48936170212766,4.212765957446808
306,sj_607db0ab34113c53,31,15,11,642.0,308.0,162.0,149.0,110.0,42.0,14.30952380952381,7.333333333333333,3.5238095238095237
309,sj_5c9669d2241c9786,31,7,6,720.0,347.0,190.0,203.0,142.0,44.0,15.386363636363637,7.886363636363637,4.613636363636363
314,sj_e370cee502dd3201,16,8,5,1515.0,768.0,379.0,378.0,276.0,101.0,14.009900990099009,7.603960396039604,3.742574257425743
317,sj_b6af84d397b6362a,5,1,1,835.0,437.0,225.0,196.0,150.0,47.0,16.78723404255319,9.297872340425531,4.170212765957447
319,sj_bb19ad1436296bab,15,3,3,1743.0,837.0,340.0,417.0,254.0,83.0,20.012048192771083,10.072289156626505,5.0120481927710845
325,sj_be0d06532e3933de,12,5,3,1059.0,491.0,259.0,272.0,193.0,73.0,13.520547945205479,6.726027397260274,3.7260273972602738
327,sj_e41305d2c4ef27a2,15,6,4,1009.0,524.0,261.0,237.0,176.0,61.0,15.557377049180328,8.59016393442623,3.8852459016393444
329,sj_c1d64e054fca8226,25,13,7,639.0,321.0,177.0,165.0,127.0,46.0,12.91304347826087,6.956521739130435,3.5869565217391304
330,sj_3ea39c08d08b3d23,9,4,3,1828.0,879.0,381.0,463.0,285.0,90.0,19.322222222222223,9.766666666666667,5.144444444444445
332,sj_bac2cb365832416b,10,4,4,289.0,132.0,93.0,89.0,74.0,24.0,11.083333333333334,5.5,3.7083333333333335
334,sj_af662c2fc74255db,14,7,4,1332.0,632.0,282.0,351.0,197.0,79.0,15.873417721518987,8.012658227848101,4.443037974683544
335,sj_b99d6ccd0f343229,27,10,7,1822.0,870.0,303.0,366.0,205.0,88.0,19.71590909090909,9.875,4.1477272727272725
337,sj_ed656c037235a4a9,20,9,5,3811.0,2088.0,663.0,838.0,440.0,165.0,22.1030303030303,12.642424242424243,5.078787878787879
338,sj_4b929ca48a1d9fd5,25,14,10,342.0,164.0,103.0,103.0,80.0,24.0,13.291666666666666,6.833333333333333,4.291666666666667
341,sj_eb6b4203f81b5236,14,7,5,1057.0,505.0,246.0,267.0,151.0,65.0,15.276923076923078,7.769230769230769,4.138461538461539
344,sj_084eab5e22ee5b99,42,16,11,1867.0,865.0,406.0,410.0,289.0,98.0,18.06122448979592,8.826530612244898,4.183673469387755
345,sj_5aa1aabcfab46637,4,2,2,2512.0,1263.0,496.0,597.0,334.0,131.0,18.18320610687023,9.641221374045802,4.557251908396947
346,sj_56119c5c5069a684,69,31,20,1289.0,664.0,310.0,294.0,212.0,73.0,16.671232876712327,9.095890410958905,4.027397260273973
363,sj_59e22b6d6ad96928,26,11,8,1574.0,811.0,347.0,383.0,220.0,62.0,24.403225806451612,13.080645161290322,6.193548387096774
364,sj_fd2846a0aaf9196a,22,8,6,637.0,300.0,172.0,171.0,126.0,42.0,14.19047619047619,7.119047619047619,4.071428571428571
366,sj_fa1ba262167afcfa,31,7,6,717.0,347.0,190.0,204.0,143.0,44.0,15.318181818181818,7.886363636363637,4.636363636363637
367,sj_745450004ea862fd,9,2,2,553.0,268.0,167.0,138.0,118.0,38.0,13.578947368421053,7.052631578947368,3.6315789473684212
370,sj_a04213eeb771bfd7,33,10,7,815.0,404.0,221.0,244.0,173.0,49.0,15.653061224489797,8.244897959183673,4.979591836734694
372,sj_52d194955e2c2bf7,31,7,6,696.0,343.0,187.0,201.0,139.0,44.0,14.840909090909092,7.795454545454546,4.568181818181818
413,sj_a63f7e43812c623a,6,2,2,519.0,241.0,126.0,137.0,98.0,35.0,13.857142857142858,6.885714285714286,3.914285714285714
414,sj_e444f02c35660dfa,8,4,4,1589.0,724.0,337.0,414.0,250.0,129.0,11.325581395348838,5.612403100775194,3.2093023255813953
422,sj_24738b3ffebccdf9,64,25,13,1464.0,706.0,328.0,330.0,214.0,63.0,22.253968253968253,11.222222222222221,5.253968253968254
423,sj_ba834fc347e4610d,99,44,29,2211.0,1021.0,387.0,515.0,293.0,102.0,20.686274509803923,10.009803921568627,5.03921568627451
424,sj_0e65daf0be8984ed,25,13,8,927.0,444.0,224.0,209.0,145.0,38.0,23.42105263157895,11.657894736842104,5.5
426,sj_e0652f3cdf337697,41,17,14,930.0,423.0,229.0,252.0,169.0,84.0,10.083333333333334,5.035714285714286,3.0
430,sj_a5fdc6cdc1c21775,9,5,4,1346.0,650.0,277.0,343.0,191.0,74.0,17.2027027027027,8.783783783783784,4.635135135135135
450,sj_4f1b2112295f9279,12,6,4,1023.0,468.0,247.0,229.0,172.0,58.0,16.655172413793103,8.068965517241379,3.9482758620689653
452,sj_8d1f9608ef5795fe,17,8,5,1264.0,644.0,288.0,338.0,210.0,72.0,16.569444444444443,8.944444444444445,4.694444444444445
453,sj_d261283a76074546,17,8,5,1301.0,660.0,300.0,345.0,219.0,76.0,16.13157894736842,8.68421052631579,4.5394736842105265
455,sj_cbb794719f7f3c83,10,5,4,1128.0,578.0,256.0,242.0,169.0,57.0,18.80701754385965,10.140350877192983,4.245614035087719
456,sj_b99d6ccd0f343229,27,10,7,1764.0,843.0,287.0,350.0,192.0,82.0,20.524390243902438,10.268292682926829,4.2560975609756095
457,sj_63da6625891ec181,11,4,3,1449.0,737.0,272.0,396.0,184.0,81.0,16.901234567901234,9.074074074074074,4.888888888888889
458,sj_416221bf010dd1fc,17,10,6,1022.0,509.0,226.0,271.0,154.0,58.0,16.637931034482758,8.775862068965518,4.672413793103448
460,sj_714e0b923c261461,10,3,3,1071.0,516.0,247.0,253.0,181.0,49.0,20.877551020408163,10.510204081632653,5.122448979591836
461,sj_618956de1db0bc83,20,11,6,1411.0,681.0,305.0,314.0,207.0,102.0,12.843137254901961,6.676470588235294,3.0686274509803924
462,sj_368f08da46ab6c6b,6,2,2,596.0,242.0,150.0,160.0,112.0,20.0,28.85,12.1,8.05
463,sj_d6ddef8d8b4924b3,31,13,8,1795.0,835.0,364.0,382.0,251.0,91.0,18.736263736263737,9.175824175824175,4.197802197802198
464,sj_3822ba2fd60f33e0,25,9,7,1252.0,568.0,273.0,304.0,203.0,62.0,19.20967741935484,9.161290322580646,4.903225806451613
468,sj_70912f477a169bec,21,6,4,1586.0,775.0,332.0,426.0,221.0,80.0,18.8375,9.6875,5.3375
469,sj_384b22c364c344c0,22,11,7,3817.0,1874.0,680.0,919.0,524.0,144.0,25.51388888888889,13.006944444444445,6.402777777777778
471,sj_f74f8c381e80e705,12,6,3,3104.0,1632.0,486.0,664.0,369.0,202.0,14.371287128712872,8.07920792079208,3.277227722772277
474,sj_7c04e74db0c5d556,24,8,6,3189.0,1669.0,512.0,681.0,391.0,210.0,14.19047619047619,7.947619047619048,3.2333333333333334
476,sj_032cdff517d18c3a,24,8,5,3122.0,1640.0,494.0,671.0,376.0,206.0,14.160194174757281,7.961165048543689,3.2475728155339807
499,sj_70046a13116cd618,52,19,14,1132.0,516.0,217.0,311.0,165.0,83.0,12.650602409638553,6.216867469879518,3.746987951807229
500,sj_fc09b19e52fe41a0,80,34,24,2172.0,999.0,385.0,505.0,291.0,102.0,20.30392156862745,9.794117647058824,4.9411764705882355
501,sj_04dae4bea2ebadc9,33,12,8,1197.0,574.0,286.0,282.0,204.0,79.0,14.164556962025317,7.265822784810126,3.569620253164557
506,sj_da1bf1508aedc3a3,66,31,16,1596.0,802.0,344.0,388.0,236.0,67.0,22.83582089552239,11.970149253731343,5.791044776119403
516,sj_fa678d54d601bd93,9,4,3,1090.0,490.0,243.0,295.0,181.0,82.0,12.304878048780488,5.975609756097561,3.6097560975609757
518,sj_44d20053b2f4b398,28,14,11,512.0,251.0,149.0,120.0,95.0,34.0,14.088235294117647,7.382352941176471,3.5294117647058822
519,sj_cb29fbcddf4e333e,25,9,9,1806.0,906.0,356.0,563.0,276.0,106.0,16.047169811320753,8.547169811320755,5.311320754716981
520,sj_39c1725289dda5fe,59,27,16,1209.0,593.0,257.0,317.0,180.0,68.0,16.794117647058822,8.676470588235293,4.588235294117647
525,sj_714e0b923c261461,10,3,3,1071.0,516.0,247.0,253.0,181.0,49.0,20.877551020408163,10.510204081632653,5.122448979591836
